"Name","Live Bytes","Live Objects"
"io.prometheus.metrics.instrumentation.jvm.JvmThreadsMetrics$$Lambda.0x00007f41c82b37e8","16 B (0%)","1 (0%)"
"java.lang.management.DefaultPlatformMBeanProvider$10","16 B (0%)","1 (0%)"
"net.metanotion.io.data.StringBytes","16 B (0%)","1 (0%)"
"java.util.logging.LogManager$LoggingProviderAccess","16 B (0%)","1 (0%)"
"sun.rmi.server.LoaderHandler$$Lambda.0x00007f41c82e6e10","16 B (0%)","1 (0%)"
"java.util.concurrent.ConcurrentSkipListSet","16 B (0%)","1 (0%)"
"java.awt.ImageCapabilities","16 B (0%)","1 (0%)"
"i2p.susi.dns.VersionBean","16 B (0%)","1 (0%)"
"io.prometheus.metrics.config.MetricsProperties$$Lambda.0x00007f41c82a8fc8","16 B (0%)","1 (0%)"
"java.util.regex.CharPredicates$$Lambda.0x800000024","16 B (0%)","1 (0%)"
"java.util.regex.CharPredicates$$Lambda.0x800000025","16 B (0%)","1 (0%)"
"sun.security.ssl.NewSessionTicket$T12NewSessionTicketProducer","16 B (0%)","1 (0%)"
"jdk.internal.module.ModulePatcher","16 B (0%)","1 (0%)"
"jdk.internal.platform.CgroupSubsystemFactory$$Lambda.0x00007f41c80740c8","16 B (0%)","1 (0%)"
"sun.reflect.generics.tree.VoidDescriptor","16 B (0%)","1 (0%)"
"net.i2p.router.transport.udp.UDPTransport$PingIntroducers","16 B (0%)","1 (0%)"
"io.prometheus.metrics.instrumentation.jvm.JvmThreadsMetrics$$Lambda.0x00007f41c82b3c58","16 B (0%)","1 (0%)"
"sun.security.ssl.CertificateVerify$T12CertificateVerifyProducer","16 B (0%)","1 (0%)"
"sun.security.ssl.CertificateRequest$T12CertificateRequestConsumer","16 B (0%)","1 (0%)"
"org.eclipse.jetty.util.resource.EmptyResource","16 B (0%)","1 (0%)"
"org.rrd4j.graph.RrdGraphConstants$FontConstructor$$Lambda.0x00007f41c83bd198","16 B (0%)","1 (0%)"
"java.util.regex.CharPredicates$$Lambda.0x00007f41c82dfd48","16 B (0%)","1 (0%)"
"java.net.DatagramPacket$$Lambda.0x00007f41c822b9f0","16 B (0%)","1 (0%)"
"io.prometheus.metrics.instrumentation.jvm.JvmBufferPoolMetrics$$Lambda.0x00007f41c82b4710","16 B (0%)","1 (0%)"
"sun.rmi.registry.RegistryImpl$$Lambda.0x00007f41c8095280","16 B (0%)","1 (0%)"
"java.lang.reflect.Proxy$ProxyBuilder$$Lambda.0x00007f41c8077660","16 B (0%)","1 (0%)"
"java.lang.Module$$Lambda.0x00007f41c8077fb8","16 B (0%)","1 (0%)"
"java.util.stream.Nodes$EmptyNode$OfDouble","16 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.MBeanAnalyzer$MethodOrder","16 B (0%)","1 (0%)"
"sun.security.ssl.ClientHello$ClientHelloProducer","16 B (0%)","1 (0%)"
"sun.util.locale.InternalLocaleBuilder$CaseInsensitiveChar","16 B (0%)","1 (0%)"
"net.i2p.addressbook.HostChecker$1","16 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPTransport$$Lambda.0x00007f41c800e3b8","16 B (0%)","1 (0%)"
"sun.security.util.KeyStoreDelegator$$Lambda.0x00007f41c8158ea8","16 B (0%)","1 (0%)"
"javax.el.Jre9Compat","16 B (0%)","1 (0%)"
"net.i2p.addressbook.HostChecker$$Lambda.0x00007f41c828b5b8","16 B (0%)","1 (0%)"
"org.klomp.snark.web.MimeTypes","16 B (0%)","1 (0%)"
"net.i2p.router.RouterContext$CleanupTask","16 B (0%)","1 (0%)"
"java.time.format.DateTimeFormatter$$Lambda.0x80000000c","16 B (0%)","1 (0%)"
"java.time.format.DateTimeFormatter$$Lambda.0x80000000d","16 B (0%)","1 (0%)"
"sun.rmi.transport.DGCImpl$2$$Lambda.0x00007f41c8086d78","16 B (0%)","1 (0%)"
"net.i2p.router.transport.udp.UDPSender$Runner","16 B (0%)","1 (0%)"
"net.i2p.router.transport.udp.IPThrottler$Cleaner","16 B (0%)","1 (0%)"
"java.lang.ref.Cleaner","16 B (0%)","1 (0%)"
"java.net.InetAddress$$Lambda.0x00007f41c8039c28","16 B (0%)","1 (0%)"
"sun.security.ssl.ServerHello$T13HelloRetryRequestProducer","16 B (0%)","1 (0%)"
"net.i2p.i2ptunnel.SecurityHeaderBuilder$$Lambda.0x00007f41c8436dc8","16 B (0%)","1 (0%)"
"io.prometheus.metrics.config.MetricsProperties$$Lambda.0x00007f41c82a9468","16 B (0%)","1 (0%)"
"java.lang.Runtime","16 B (0%)","1 (0%)"
"io.prometheus.metrics.instrumentation.jvm.JvmMemoryMetrics$$Lambda.0x00007f41c82ba180","16 B (0%)","1 (0%)"
"io.prometheus.metrics.instrumentation.jvm.JvmMemoryMetrics$$Lambda.0x00007f41c82b8230","16 B (0%)","1 (0%)"
"sun.security.ssl.Finished$T13FinishedConsumer","16 B (0%)","1 (0%)"
"net.i2p.client.streaming.impl.ConnectionDataReceiver$DummyStatus","16 B (0%)","1 (0%)"
"sun.management.ManagementFactoryHelper$$Lambda.0x00007f41c82d6be0","16 B (0%)","1 (0%)"
"java.nio.file.Files$AcceptAllFilter","16 B (0%)","1 (0%)"
"sun.java2d.pipe.GeneralCompositePipe","16 B (0%)","1 (0%)"
"java.util.concurrent.ThreadPoolExecutor$AbortPolicy","16 B (0%)","1 (0%)"
"org.apache.el.lang.ELArithmetic$BigIntegerDelegate","16 B (0%)","1 (0%)"
"java.beans.EventSetDescriptor[]","16 B (0%)","1 (0%)"
"java.util.logging.Logging","16 B (0%)","1 (0%)"
"net.i2p.client.streaming.impl.Connection$RetransmitEvent$$Lambda.0x00007f41c83a97c8","16 B (0%)","1 (0%)"
"io.prometheus.metrics.config.ExemplarsProperties$$Lambda.0x00007f41c82aa478","16 B (0%)","1 (0%)"
"com.sun.management.internal.HotSpotDiagnostic","16 B (0%)","1 (0%)"
"sun.security.x509.X500Name$$Lambda.0x00007f41c80a1590","16 B (0%)","1 (0%)"
"net.i2p.router.BanLogger$$Lambda.0x00007f41c8124e50","16 B (0%)","1 (0%)"
"com.sun.org.apache.xerces.internal.impl.dv.dtd.IDDatatypeValidator","16 B (0%)","1 (0%)"
"org.eclipse.jetty.util.Uptime","16 B (0%)","1 (0%)"
"java.io.FileDescriptor$1","16 B (0%)","1 (0%)"
"javax.management.JMX","16 B (0%)","1 (0%)"
"com.sun.jmx.remote.internal.ServerCommunicatorAdmin$Timeout","16 B (0%)","1 (0%)"
"net.i2p.kademlia.RejectTrimmer","16 B (0%)","1 (0%)"
"sun.security.ssl.ServerKeyExchange$ServerKeyExchangeConsumer","16 B (0%)","1 (0%)"
"sun.security.ssl.CertificateMessage$T13CertificateProducer","16 B (0%)","1 (0%)"
"jdk.jfr.FlightRecorder","16 B (0%)","1 (0%)"
"java.security.KeyStore$$Lambda.0x00007f41c8157ba0","16 B (0%)","1 (0%)"
"jdk.jfr.internal.consumer.FileAccess$UnPrivileged","16 B (0%)","1 (0%)"
"io.prometheus.metrics.instrumentation.jvm.JvmMemoryMetrics$$Lambda.0x00007f41c82bacc0","16 B (0%)","1 (0%)"
"net.i2p.router.networkdb.kademlia.LookupBanHammer$Cleaner","16 B (0%)","1 (0%)"
"net.i2p.i2ptunnel.util.DummyOutputStream","16 B (0%)","1 (0%)"
"jdk.internal.icu.text.NormalizerBase$NONEMode","16 B (0%)","1 (0%)"
"com.maxmind.db.NoCache","16 B (0%)","1 (0%)"
"com.sun.management.internal.PlatformMBeanProviderImpl$1","16 B (0%)","1 (0%)"
"com.sun.management.internal.PlatformMBeanProviderImpl$4","16 B (0%)","1 (0%)"
"com.sun.management.internal.PlatformMBeanProviderImpl$3","16 B (0%)","1 (0%)"
"java.util.stream.ReferencePipeline$$Lambda.0x00007f41c8025578","16 B (0%)","1 (0%)"
"net.i2p.sam.SessionsDB","16 B (0%)","1 (0%)"
"i2p.susi.dns.Messages","16 B (0%)","1 (0%)"
"java.lang.reflect.ProxyGenerator$$Lambda.0x00007f41c8078fd8","16 B (0%)","1 (0%)"
"sun.security.ssl.CertificateVerify$T10CertificateVerifyConsumer","16 B (0%)","1 (0%)"
"net.i2p.addressbook.HostChecker$PingTask","16 B (0%)","1 (0%)"
"net.i2p.router.peermanager.InverseCapacityComparator","16 B (0%)","1 (0%)"
"sun.awt.SunDisplayChanger","16 B (0%)","1 (0%)"
"com.sun.management.internal.PlatformMBeanProviderImpl$$Lambda.0x00007f41c8051ab8","16 B (0%)","1 (0%)"
"net.i2p.router.web.WrapperListener","16 B (0%)","1 (0%)"
"org.tanukisoftware.wrapper.jmx.WrapperManager","16 B (0%)","1 (0%)"
"java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda.0x00007f41c8141288","16 B (0%)","1 (0%)"
"sun.java2d.pipe.DrawImage","16 B (0%)","1 (0%)"
"jdk.jfr.internal.dcmd.DCmdCheck$$Lambda.0x00007f41c8032518","16 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.MBeanInstantiator","16 B (0%)","1 (0%)"
"sun.reflect.generics.tree.LongSignature","16 B (0%)","1 (0%)"
"sun.security.jca.ProviderConfig$ProviderLoader","16 B (0%)","1 (0%)"
"sun.net.spi.DefaultProxySelector","16 B (0%)","1 (0%)"
"sun.security.ssl.HelloRequest$HelloRequestProducer","16 B (0%)","1 (0%)"
"com.sun.proxy.jdk.proxy1.$Proxy29","16 B (0%)","1 (0%)"
"java.time.format.DateTimeFormatterBuilder$$Lambda.0x80000000e","16 B (0%)","1 (0%)"
"sun.awt.image.PixelConverter$Ushort555Rgbx","16 B (0%)","1 (0%)"
"org.eclipse.jetty.http.DateGenerator$1","16 B (0%)","1 (0%)"
"java.lang.Class$$Lambda.0x00007f41c8038038","16 B (0%)","1 (0%)"
"java.util.regex.Pattern$LookBehindEndNode","16 B (0%)","1 (0%)"
"sun.security.ssl.ClientKeyExchange$ClientKeyExchangeConsumer","16 B (0%)","1 (0%)"
"com.sun.org.apache.xerces.internal.util.EntityResolverWrapper","16 B (0%)","1 (0%)"
"jdk.jfr.internal.TypeLibrary$$Lambda.0x00007f41c836b920","16 B (0%)","1 (0%)"
"org.eclipse.jetty.util.statistic.SampleStatistic$$Lambda.0x00007f41c81c3ed0","16 B (0%)","1 (0%)"
"com.sun.proxy.jdk.proxy1.$Proxy30","16 B (0%)","1 (0%)"
"net.i2p.router.naming.BlockfileNamingService$DestEntrySerializer","16 B (0%)","1 (0%)"
"javax.management.MBeanServerBuilder","16 B (0%)","1 (0%)"
"java.util.ResourceBundle$ResourceBundleControlProviderHolder$$Lambda.0x00007f41c80e8d40","16 B (0%)","1 (0%)"
"sun.rmi.server.UnicastRef$$Lambda.0x00007f41c8014288","16 B (0%)","1 (0%)"
"io.prometheus.metrics.config.PrometheusPropertiesLoader$$Lambda.0x00007f41c82a86c0","16 B (0%)","1 (0%)"
"sun.security.ssl.CertificateRequest$T13CertificateRequestProducer","16 B (0%)","1 (0%)"
"jdk.xml.internal.SecuritySupport$$Lambda.0x00007f41c8161f50","16 B (0%)","1 (0%)"
"sun.nio.fs.NativeBuffers$1","16 B (0%)","1 (0%)"
"sun.management.jmxremote.SingleEntryRegistry$$Lambda.0x00007f41c80954a0","16 B (0%)","1 (0%)"
"net.i2p.router.networkdb.kademlia.FloodThrottler","16 B (0%)","1 (0%)"
"net.i2p.crypto.x25519.spec.X25519Spec","16 B (0%)","1 (0%)"
"jdk.jfr.internal.PlatformRecorder$$Lambda.0x00007f41c82f3688","16 B (0%)","1 (0%)"
"jdk.jfr.internal.instrument.JDKEvents$$Lambda.0x00007f41c82fc4b8","16 B (0%)","1 (0%)"
"jdk.jfr.internal.SecuritySupport$Privileged","16 B (0%)","1 (0%)"
"net.i2p.i2ptunnel.SecurityHeaderBuilder$$Lambda.0x00007f41c8438aa8","16 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPChannel$$Lambda.0x00007f41c82e43d8","16 B (0%)","1 (0%)"
"java.net.URI$1","16 B (0%)","1 (0%)"
"sun.util.calendar.Gregorian","16 B (0%)","1 (0%)"
"net.i2p.router.message.OutboundCache$OCMOSJCacheCleaner","16 B (0%)","1 (0%)"
"net.i2p.util.OrderedProperties$EntryComparator","16 B (0%)","1 (0%)"
"sun.management.ManagementFactoryHelper$$Lambda.0x00007f41c8034030","16 B (0%)","1 (0%)"
"jdk.internal.icu.text.NormalizerBase$NFDMode","16 B (0%)","1 (0%)"
"sun.management.ManagementFactoryHelper$$Lambda.0x00007f41c82d66e8","16 B (0%)","1 (0%)"
"jdk.internal.platform.cgroupv2.CgroupV2Subsystem$$Lambda.0x00007f41c81423a0","16 B (0%)","1 (0%)"
"net.i2p.router.startup.RouterAppManager$Shutdown","16 B (0%)","1 (0%)"
"java.awt.image.DataBuffer$1","16 B (0%)","1 (0%)"
"sun.security.ssl.ServerHello$T12ServerHelloProducer","16 B (0%)","1 (0%)"
"sun.management.spi.PlatformMBeanProvider$PlatformComponent$$Lambda.0x00007f41c8141f30","16 B (0%)","1 (0%)"
"jdk.internal.icu.text.StringPrep$StringPrepTrieImpl","16 B (0%)","1 (0%)"
"java.lang.ref.Reference$1","16 B (0%)","1 (0%)"
"sun.nio.ch.SocketAdaptor$$Lambda.0x00007f41c82f3200","16 B (0%)","1 (0%)"
"sun.rmi.server.UnicastServerRef$$Lambda.0x00007f41c80146c8","16 B (0%)","1 (0%)"
"java.util.ResourceBundle$ResourceBundleControlProviderHolder$$Lambda.0x00007f41c80e8920","16 B (0%)","1 (0%)"
"org.apache.jasper.runtime.BodyContentImpl[]","16 B (0%)","1 (0%)"
"net.i2p.router.JobQueue$QueuePumper","16 B (0%)","1 (0%)"
"sun.security.ssl.EncryptedExtensions$EncryptedExtensionsProducer","16 B (0%)","1 (0%)"
"sun.security.ssl.ServerHello$ServerHelloConsumer","16 B (0%)","1 (0%)"
"org.eclipse.jetty.io.WriteFlusher$WritingState","16 B (0%)","1 (0%)"
"java.util.logging.Level$$Lambda.0x800000010","16 B (0%)","1 (0%)"
"sun.security.ssl.SSLContextImpl$$Lambda.0x00007f41c820eeb0","16 B (0%)","1 (0%)"
"io.prometheus.metrics.instrumentation.jvm.JvmMemoryMetrics$$Lambda.0x00007f41c82b9640","16 B (0%)","1 (0%)"
"java.util.Locale$Builder","16 B (0%)","1 (0%)"
"jdk.jfr.internal.JVM","16 B (0%)","1 (0%)"
"com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$PrologDriver","16 B (0%)","1 (0%)"
"com.sun.imageio.stream.StreamCloser$1","16 B (0%)","1 (0%)"
"java.io.FilePermission$1","16 B (0%)","1 (0%)"
"sun.security.ssl.ClientHello$T12ClientHelloConsumer","16 B (0%)","1 (0%)"
"io.prometheus.metrics.instrumentation.jvm.JvmMemoryMetrics$$Lambda.0x00007f41c82b8f88","16 B (0%)","1 (0%)"
"org.apache.commons.io.IOUtils$$Lambda.0x00007f41c83ae170","16 B (0%)","1 (0%)"
"jdk.internal.agent.ConnectorAddressLink$PerfHandle","16 B (0%)","1 (0%)"
"com.sun.jmx.remote.security.SubjectDelegator","16 B (0%)","1 (0%)"
"javax.servlet.jsp.el.ScopedAttributeELResolver","16 B (0%)","1 (0%)"
"sun.java2d.SurfaceData$PixelToShapeLoopConverter","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda.0x00007f41c80346c0","16 B (0%)","1 (0%)"
"io.prometheus.metrics.core.util.Scheduler$DaemonThreadFactory","16 B (0%)","1 (0%)"
"jdk.internal.icu.impl.Norm2AllModes$NoopNormalizer2","16 B (0%)","1 (0%)"
"net.i2p.router.networkdb.kademlia.KademliaNetworkDatabaseFacade$$Lambda.0x00007f41c83ab330","16 B (0%)","1 (0%)"
"sun.security.ssl.SSLCipher$T13CC20P1305WriteCipherGenerator","16 B (0%)","1 (0%)"
"sun.security.pkcs11.SunPKCS11$$Lambda.0x00007f41c8109050","16 B (0%)","1 (0%)"
"java.net.DatagramSocket","16 B (0%)","1 (0%)"
"net.i2p.router.JobQueue$JobComparator","16 B (0%)","1 (0%)"
"sun.security.ssl.ServerHello$T13HelloRetryRequestReproducer","16 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.MXBeanIntrospector","16 B (0%)","1 (0%)"
"net.i2p.router.web.WrapperListener$SignalHandler","16 B (0%)","1 (0%)"
"java.awt.EventQueue$1","16 B (0%)","1 (0%)"
"java.awt.EventQueue$2","16 B (0%)","1 (0%)"
"io.prometheus.metrics.instrumentation.jvm.JvmClassLoadingMetrics$$Lambda.0x00007f41c82b4fb8","16 B (0%)","1 (0%)"
"java.util.jar.JavaUtilJarAccessImpl","16 B (0%)","1 (0%)"
"sun.awt.image.PixelConverter$Ushort4444Argb","16 B (0%)","1 (0%)"
"org.eclipse.jetty.server.MultiPartCleanerListener","16 B (0%)","1 (0%)"
"sun.security.ssl.ServerHello$T13ServerHelloProducer","16 B (0%)","1 (0%)"
"com.sun.beans.introspect.PropertyInfo$$Lambda.0x00007f41c837e648","16 B (0%)","1 (0%)"
"jdk.internal.misc.TerminatingThreadLocal$1","16 B (0%)","1 (0%)"
"java.beans.Introspector$1","16 B (0%)","1 (0%)"
"net.i2p.i2ptunnel.SecurityHeaderBuilder$$Lambda.0x00007f41c8438858","16 B (0%)","1 (0%)"
"i2p.susi.dns.AddressByNameSorter","16 B (0%)","1 (0%)"
"io.prometheus.metrics.instrumentation.jvm.JvmMemoryMetrics$$Lambda.0x00007f41c82baf00","16 B (0%)","1 (0%)"
"org.eclipse.jetty.util.ssl.SslContextFactory$1","16 B (0%)","1 (0%)"
"java.lang.management.ManagementFactory$$Lambda.0x00007f41c8056bc8","16 B (0%)","1 (0%)"
"sun.security.ssl.KeyUpdate$KeyUpdateKickstartProducer","16 B (0%)","1 (0%)"
"com.sun.org.apache.xerces.internal.impl.dv.dtd.NMTOKENDatatypeValidator","16 B (0%)","1 (0%)"
"jdk.internal.reflect.ReflectionFactory","16 B (0%)","1 (0%)"
"javax.management.NotificationBroadcasterSupport$1","16 B (0%)","1 (0%)"
"jdk.jfr.internal.TypeLibrary$$Lambda.0x00007f41c8365780","16 B (0%)","1 (0%)"
"sun.rmi.transport.DGCImpl$$Lambda.0x00007f41c80839d8","16 B (0%)","1 (0%)"
"org.klomp.snark.SnarkManager$DirMonitor","16 B (0%)","1 (0%)"
"sun.nio.ch.Util$1","16 B (0%)","1 (0%)"
"sun.reflect.generics.tree.BottomSignature","16 B (0%)","1 (0%)"
"sun.security.x509.RFC822Name","16 B (0%)","1 (0%)"
"jdk.internal.platform.cgroupv2.CgroupV2SubsystemController","16 B (0%)","1 (0%)"
"sun.util.resources.LocaleData$SupplementaryStrategy","16 B (0%)","1 (0%)"
"org.eclipse.jetty.http.MimeTypes$$Lambda.0x00007f41c81993e8","16 B (0%)","1 (0%)"
"net.i2p.i2ptunnel.TunnelControllerGroup$CustomThreadFactory","16 B (0%)","1 (0%)"
"jdk.internal.platform.CgroupMetrics","16 B (0%)","1 (0%)"
"io.prometheus.metrics.expositionformats.PrometheusTextFormatWriter","16 B (0%)","1 (0%)"
"java.rmi.server.ObjID$$Lambda.0x00007f41c800cfd8","16 B (0%)","1 (0%)"
"sun.security.ssl.HelloRequest$HelloRequestConsumer","16 B (0%)","1 (0%)"
"jdk.jfr.internal.dcmd.DCmdStart$$Lambda.0x00007f41c802b238","16 B (0%)","1 (0%)"
"jdk.internal.jimage.ImageReaderFactory$1","16 B (0%)","1 (0%)"
"net.i2p.router.web.GraphGenerator$$Lambda.0x00007f41c8283858","16 B (0%)","1 (0%)"
"javax.crypto.JceSecurityManager$$Lambda.0x00007f41c8207da8","16 B (0%)","1 (0%)"
"java.time.format.DateTimeTextProvider$1","16 B (0%)","1 (0%)"
"org.tanukisoftware.wrapper.event.WrapperPingEvent","16 B (0%)","1 (0%)"
"sun.management.ThreadImpl$$Lambda.0x00007f41c844ecf0","16 B (0%)","1 (0%)"
"net.i2p.crypto.eddsa.EdDSAEngine$OneShotSpec","16 B (0%)","1 (0%)"
"org.apache.el.lang.ELArithmetic$DoubleDelegate","16 B (0%)","1 (0%)"
"jdk.internal.util.Preconditions$3","16 B (0%)","1 (0%)"
"jdk.internal.util.Preconditions$1","16 B (0%)","1 (0%)"
"sun.util.locale.provider.CalendarNameProviderImpl$LengthBasedComparator","16 B (0%)","1 (0%)"
"jdk.internal.util.Preconditions$2","16 B (0%)","1 (0%)"
"net.i2p.crypto.KeyGenerator","16 B (0%)","1 (0%)"
"sun.nio.ch.FileChannelImpl$2","16 B (0%)","1 (0%)"
"sun.nio.ch.FileChannelImpl$3","16 B (0%)","1 (0%)"
"sun.awt.image.PixelConverter$RgbaPre","16 B (0%)","1 (0%)"
"io.prometheus.metrics.instrumentation.jvm.ProcessMetrics$$Lambda.0x00007f41c82befb8","16 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPTransport$$Lambda.0x00007f41c800e5d8","16 B (0%)","1 (0%)"
"java.security.AllPermission","16 B (0%)","1 (0%)"
"net.i2p.i2ptunnel.SecurityHeaderBuilder$$Lambda.0x00007f41c8436928","16 B (0%)","1 (0%)"
"net.i2p.router.RouterContext$$Lambda.0x00007f41c80dd0b0","16 B (0%)","1 (0%)"
"com.sun.org.apache.xerces.internal.impl.dv.dtd.NOTATIONDatatypeValidator","16 B (0%)","1 (0%)"
"io.prometheus.metrics.instrumentation.jvm.JvmMemoryMetrics$$Lambda.0x00007f41c82b8468","16 B (0%)","1 (0%)"
"sun.security.ssl.CertificateRequest$T10CertificateRequestProducer","16 B (0%)","1 (0%)"
"java.time.format.DateTimeFormatterBuilder$InstantPrinterParser","16 B (0%)","1 (0%)"
"io.prometheus.metrics.config.ExemplarsProperties$$Lambda.0x00007f41c82aa228","16 B (0%)","1 (0%)"
"sun.java2d.pipe.SolidTextRenderer","16 B (0%)","1 (0%)"
"net.i2p.crypto.eddsa.math.ed25519.Ed25519LittleEndianEncoding","16 B (0%)","1 (0%)"
"net.i2p.router.transport.udp.UDPPacket$PacketFactory","16 B (0%)","1 (0%)"
"sun.security.ssl.ServerHelloDone$ServerHelloDoneProducer","16 B (0%)","1 (0%)"
"sun.util.cldr.CLDRLocaleProviderAdapter$$Lambda.0x80000005e","16 B (0%)","1 (0%)"
"sun.security.util.ByteArrayTagOrder","16 B (0%)","1 (0%)"
"com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$TrailingMiscDriver","16 B (0%)","1 (0%)"
"io.prometheus.metrics.instrumentation.jvm.JvmThreadsMetrics$$Lambda.0x00007f41c82b1890","16 B (0%)","1 (0%)"
"sun.util.cldr.CLDRLocaleProviderAdapter$$Lambda.0x800000060","16 B (0%)","1 (0%)"
"sun.nio.ch.Net$1","16 B (0%)","1 (0%)"
"java.awt.Image$1","16 B (0%)","1 (0%)"
"org.apache.juli.logging.LogFactory","16 B (0%)","1 (0%)"
"net.i2p.sam.SAMStreamSession$DisconnectListener","16 B (0%)","1 (0%)"
"jdk.internal.logger.LazyLoggers$1","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda.0x00007f41c807c6e8","16 B (0%)","1 (0%)"
"io.prometheus.metrics.config.MetricsProperties$$Lambda.0x00007f41c82a9218","16 B (0%)","1 (0%)"
"sun.awt.image.PixelConverter$Bgrx","16 B (0%)","1 (0%)"
"javax.net.DefaultServerSocketFactory","16 B (0%)","1 (0%)"
"jdk.internal.misc.ExtendedMapMode$$Lambda.0x00007f41c8234d68","16 B (0%)","1 (0%)"
"java.lang.module.ModuleDescriptor$1","16 B (0%)","1 (0%)"
"net.i2p.router.tunnel.pool.ParticipatingThrottler$Cleaner","16 B (0%)","1 (0%)"
"com.sun.org.apache.xerces.internal.util.ErrorHandlerWrapper","16 B (0%)","1 (0%)"
"java.util.concurrent.ForkJoinPool$DefaultForkJoinWorkerThreadFactory","16 B (0%)","1 (0%)"
"org.klomp.snark.PeerCoordinatorSet","16 B (0%)","1 (0%)"
"net.i2p.router.transport.ntcp.NTCPSendFinisher$CustomThreadFactory","16 B (0%)","1 (0%)"
"sun.security.ssl.ClientHello$D12ClientHelloConsumer","16 B (0%)","1 (0%)"
"org.rrd4j.graph.RrdGraphConstants$FontConstructor$$Lambda.0x00007f41c83bcd00","16 B (0%)","1 (0%)"
"sun.security.ssl.CertificateRequest$T13CertificateRequestConsumer","16 B (0%)","1 (0%)"
"jdk.jfr.internal.instrument.JDKEvents$$Lambda.0x00007f41c82fcf58","16 B (0%)","1 (0%)"
"io.prometheus.metrics.config.MetricsProperties$$Lambda.0x00007f41c82a9da8","16 B (0%)","1 (0%)"
"io.prometheus.metrics.model.snapshots.Exemplars","16 B (0%)","1 (0%)"
"io.prometheus.metrics.instrumentation.jvm.JvmThreadsMetrics$$Lambda.0x00007f41c82b1ac8","16 B (0%)","1 (0%)"
"jdk.proxy1.$Proxy26","16 B (0%)","1 (0%)"
"sun.java2d.marlin.DMarlinRenderingEngine","16 B (0%)","1 (0%)"
"sun.font.SunFontManager$TTFilter","16 B (0%)","1 (0%)"
"io.prometheus.metrics.instrumentation.jvm.ProcessMetrics$$Lambda.0x00007f41c82bfad0","16 B (0%)","1 (0%)"
"jdk.jfr.internal.jfc.model.JFCModel$$Lambda.0x00007f41c8031e98","16 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPTransport$1","16 B (0%)","1 (0%)"
"java.io.RandomAccessFile$2","16 B (0%)","1 (0%)"
"net.i2p.router.Router$LoggerCallback","16 B (0%)","1 (0%)"
"sun.management.ClassLoadingImpl","16 B (0%)","1 (0%)"
"java.net.URL$DefaultFactory","16 B (0%)","1 (0%)"
"java.util.logging.SimpleFormatter$$Lambda.0x00007f41c80135a0","16 B (0%)","1 (0%)"
"jdk.internal.module.ModuleLoaderMap$Mapper","16 B (0%)","1 (0%)"
"sun.rmi.runtime.RuntimeUtil$$Lambda.0x00007f41c8084428","16 B (0%)","1 (0%)"
"io.prometheus.metrics.instrumentation.jvm.JvmBufferPoolMetrics$$Lambda.0x00007f41c82b44d8","16 B (0%)","1 (0%)"
"sun.rmi.transport.DGCAckHandler$$Lambda.0x00007f41c82e7478","16 B (0%)","1 (0%)"
"sun.util.cldr.CLDRBaseLocaleDataMetaInfo","16 B (0%)","1 (0%)"
"sun.security.ec.ed.EdDSAParameters$$Lambda.0x00007f41c8241798","16 B (0%)","1 (0%)"
"java.util.ResourceBundle$Control","16 B (0%)","1 (0%)"
"sun.security.ssl.SSLCipher$T13CC20P1305ReadCipherGenerator","16 B (0%)","1 (0%)"
"sun.security.ssl.Finished$T13FinishedProducer","16 B (0%)","1 (0%)"
"net.i2p.router.networkdb.kademlia.FloodThrottler$Cleaner","16 B (0%)","1 (0%)"
"net.i2p.router.tunnel.pool.TestJob$$Lambda.0x00007f41c830d110","16 B (0%)","1 (0%)"
"sun.security.ssl.CertificateVerify$T13CertificateVerifyConsumer","16 B (0%)","1 (0%)"
"java.io.ObjectInputFilter$Config$$Lambda.0x00007f41c803f090","16 B (0%)","1 (0%)"
"net.i2p.router.peermanager.ProfileOrganizer$$Lambda.0x00007f41c841f3c0","16 B (0%)","1 (0%)"
"org.rrd4j.data.DataProcessor$$Lambda.0x00007f41c84058c8","16 B (0%)","1 (0%)"
"java.text.FieldPosition[]","16 B (0%)","1 (0%)"
"javax.management.remote.JMXConnectorServerFactory$$Lambda.0x00007f41c803c138","16 B (0%)","1 (0%)"
"sun.security.util.ManifestDigester$$Lambda.0x00007f41c809bfb8","16 B (0%)","1 (0%)"
"io.prometheus.metrics.instrumentation.jvm.ProcessMetrics$$Lambda.0x00007f41c82bf898","16 B (0%)","1 (0%)"
"java.io.ObjectInputStream$$Lambda.0x00007f41c8226798","16 B (0%)","1 (0%)"
